series_id,category,value,timestamp,
Y10,MICRO,8751,2006,
Y10,MICRO,3472,2007,
Y10,MICRO,3187,2008,
Y10,MICRO,3058,2009,
Y11,MICRO,1339.91,1990,
Y11,MICRO,1569.73,1991,
Y11,MICRO,1751.86,1992,
Y11,MICRO,1965.37,1993,
Y11,MICRO,2246.05,1994,
Y11,MICRO,2495.9,1995,
Y11,MICRO,2724,1996,
Y11,MICRO,2650,1997,
Y11,MICRO,2679.7,1998,
Y11,MICRO,2794.7,1999,
Y11,MICRO,2828.5,2000,
Y11,MICRO,3521.1,2001,
Y11,MICRO,3931.5,2002,
Y11,MICRO,4941.4,2003,
Y11,MICRO,5388.4,2004,
Y11,MICRO,5766.2,2005,
Y11,MICRO,5937.9,2006,
Y11,MICRO,5627.4,2007,
Y11,MICRO,5982.7,2008,
Y11,MICRO,5931.6,2009,
Y12,MICRO,490.58,1990,
Y12,MICRO,555.83,1991,
Y12,MICRO,680,1992,
Y12,MICRO,864,1993,
Y12,MICRO,1180.5,1994,
Y12,MICRO,1549.5,1995,
Y12,MICRO,1789,1996,
Y12,MICRO,2127,1997,
Y12,MICRO,2355,1998,
Y12,MICRO,3022,1999,
Y12,MICRO,3252.5,2000,
Y12,MICRO,3551,2001,
Y12,MICRO,4045,2002,
Y12,MICRO,4915.5,2003,
Y12,MICRO,5949.5,2004,
Y12,MICRO,6616.5,2005,
Y12,MICRO,7247,2006,
Y12,MICRO,8205,2007,
Y12,MICRO,10158.5,2008,
Y12,MICRO,12495.5,2009,
Y13,MICRO,1443.65,1990,
Y13,MICRO,1630.42,1991,
Y13,MICRO,1813.32,1992,
Y13,MICRO,2107.61,1993,
Y13,MICRO,2286.28,1994,
Y13,MICRO,2621.3,1995,
Y13,MICRO,2907,1996,
Y13,MICRO,3436.4,1997,
Y13,MICRO,4018,1998,
Y13,MICRO,4593.7,1999,
Y13,MICRO,5005.6,2000,
Y13,MICRO,5125,2001,
Y13,MICRO,5421.7,2002,
Y13,MICRO,5968.1,2003,
Y13,MICRO,6271,2004,
Y13,MICRO,6901.8,2005,
Y13,MICRO,6479.2,2006,
Y13,MICRO,6452.3,2007,
Y13,MICRO,6271.6,2008,
Y13,MICRO,6405.2,2009,
Y14,MICRO,2273.5,1990,
Y14,MICRO,2352.84,1991,
Y14,MICRO,2629.14,1992,
Y14,MICRO,3052.24,1993,
Y14,MICRO,3439.48,1994,
Y14,MICRO,3705.92,1995,
Y14,MICRO,3461.24,1996,
Y14,MICRO,3191.68,1997,
Y14,MICRO,2831.08,1998,
Y14,MICRO,2540.18,1999,
Y14,MICRO,2374.22,2000,
Y14,MICRO,1519.1,2001,
Y14,MICRO,1710.2,2002,
Y14,MICRO,3871,2003,
Y14,MICRO,4010.8,2004,
Y14,MICRO,4120.8,2005,
Y14,MICRO,4084.2,2006,
Y14,MICRO,4330.2,2007,
Y14,MICRO,4552.4,2008,
Y14,MICRO,4724,2009,
Y15,MICRO,1563.67,1990,
Y15,MICRO,1757.13,1991,
Y15,MICRO,1990.16,1992,
Y15,MICRO,2330.83,1993,
Y15,MICRO,2720.18,1994,
Y15,MICRO,3039.77,1995,
Y15,MICRO,3254,1996,
Y15,MICRO,3300.5,1997,
Y15,MICRO,3519.5,1998,
Y15,MICRO,3852.5,1999,
Y15,MICRO,3923,2000,
Y15,MICRO,4301,2001,
Y15,MICRO,4714.5,2002,
Y15,MICRO,5290.5,2003,
Y15,MICRO,5995,2004,
Y15,MICRO,6510.5,2005,
Y15,MICRO,6670,2006,
Y15,MICRO,6941.5,2007,
Y15,MICRO,7010,2008,
Y15,MICRO,7539.5,2009,
Y16,MICRO,3149.1,1990,
Y16,MICRO,3393.8,1991,
Y16,MICRO,3756.3,1992,
Y16,MICRO,4058.4,1993,
Y16,MICRO,4600.58,1994,
Y16,MICRO,4886,1995,
Y16,MICRO,5224.69,1996,
Y16,MICRO,4802.58,1997,
Y16,MICRO,4872.4,1998,
Y16,MICRO,4980.1,1999,
Y16,MICRO,5863.9,2000,
Y16,MICRO,5514.6,2001,
Y16,MICRO,5868,2002,
Y16,MICRO,5875.89,2003,
Y16,MICRO,6658.3,2004,
Y16,MICRO,7101.4,2005,
Y16,MICRO,7375.8,2006,
Y16,MICRO,5748.3,2007,
Y16,MICRO,5915.4,2008,
Y16,MICRO,5759.3,2009,
Y17,MICRO,2471.7,1990,
Y17,MICRO,2597.5,1991,
Y17,MICRO,2929.34,1992,
Y17,MICRO,2834.4,1993,
Y17,MICRO,3088.2,1994,
Y17,MICRO,3453.25,1995,
Y17,MICRO,3519.84,1996,
Y17,MICRO,3697.7,1997,
Y17,MICRO,4048.95,1998,
Y17,MICRO,4661.04,1999,
Y17,MICRO,5668.75,2000,
Y17,MICRO,6147.8,2001,
Y17,MICRO,6061.7,2002,
Y17,MICRO,5973.15,2003,
Y17,MICRO,6259.05,2004,
Y17,MICRO,6189.35,2005,
Y17,MICRO,5963.7,2006,
Y17,MICRO,5454.85,2007,
Y17,MICRO,5420,2008,
Y17,MICRO,5561.65,2009,
Y18,MICRO,3429.94,1990,
Y18,MICRO,3875.12,1991,
Y18,MICRO,4419.46,1992,
Y18,MICRO,4883.26,1993,
Y18,MICRO,5411.2,1994,
Y18,MICRO,5852.84,1995,
Y18,MICRO,6475.2,1996,
Y18,MICRO,5727.6,1997,
Y18,MICRO,5958,1998,
Y18,MICRO,6988.6,1999,
Y18,MICRO,6512.4,2000,
Y18,MICRO,6482.8,2001,
Y18,MICRO,6433.6,2002,
Y18,MICRO,9045.38,2003,
Y18,MICRO,7062.4,2004,
Y18,MICRO,6891.6,2005,
Y18,MICRO,6413.6,2006,
Y18,MICRO,5775.2,2007,
Y18,MICRO,4983.4,2008,
Y18,MICRO,4782.4,2009,
Y19,MICRO,1722.33,1990,
Y19,MICRO,1908.19,1991,
Y19,MICRO,2095.02,1992,
Y19,MICRO,2442.79,1993,
Y19,MICRO,2720.92,1994,
Y19,MICRO,3324.04,1995,
Y19,MICRO,3737.31,1996,
Y19,MICRO,4129.66,1997,
Y19,MICRO,4634.02,1998,
Y19,MICRO,4929.67,1999,
Y19,MICRO,4964.15,2000,
Y19,MICRO,5478.51,2001,
Y19,MICRO,5673.78,2002,
Y19,MICRO,5613.33,2003,
Y19,MICRO,5751.05,2004,
Y19,MICRO,5261.98,2005,
Y19,MICRO,6275.53,2006,
Y19,MICRO,6026.32,2007,
Y19,MICRO,5260.44,2008,
Y19,MICRO,6278,2009,
Y20,MICRO,1675.65,1990,
Y20,MICRO,1870.84,1991,
Y20,MICRO,2090.81,1992,
Y20,MICRO,2422.31,1993,
Y20,MICRO,2785.49,1994,
Y20,MICRO,2857.19,1995,
Y20,MICRO,3318.5,1996,
Y20,MICRO,4095.3,1997,
Y20,MICRO,4296.5,1998,
Y20,MICRO,4808.26,1999,
Y20,MICRO,5037.62,2000,
Y20,MICRO,7432.37,2001,
Y20,MICRO,9712.9,2002,
Y20,MICRO,9902,2003,
Y20,MICRO,10045.3,2004,
Y20,MICRO,10056.3,2005,
Y20,MICRO,8687.2,2006,
Y20,MICRO,8423,2007,
Y20,MICRO,7742.5,2008,
Y20,MICRO,7399.7,2009,
Y21,MICRO,1938.89,1990,
Y21,MICRO,2583.13,1991,
Y21,MICRO,2775.33,1992,
Y21,MICRO,3132.66,1993,
Y21,MICRO,4526.67,1994,
Y21,MICRO,6161.95,1995,
Y21,MICRO,6833.85,1996,
Y21,MICRO,6788.55,1997,
Y21,MICRO,7334.6,1998,
Y21,MICRO,8165.85,1999,
Y21,MICRO,7495.8,2000,
Y21,MICRO,7834.55,2001,
Y21,MICRO,8585.1,2002,
Y21,MICRO,9043.9,2003,
Y21,MICRO,9806.85,2004,
Y21,MICRO,10774.75,2005,
Y21,MICRO,10476.5,2006,
Y21,MICRO,11016,2007,
Y21,MICRO,10540.5,2008,
Y21,MICRO,10580.5,2009,
Y22,MICRO,1210.64,1990,
Y22,MICRO,1434.19,1991,
Y22,MICRO,1641.39,1992,
Y22,MICRO,1899.72,1993,
Y22,MICRO,2211.32,1994,
Y22,MICRO,2267.91,1995,
Y22,MICRO,2250.75,1996,
Y22,MICRO,2093.1,1997,
Y22,MICRO,2441.31,1998,
Y22,MICRO,2774.84,1999,
Y22,MICRO,2602.76,2000,
Y22,MICRO,2826,2001,
Y22,MICRO,3494.92,2002,
Y22,MICRO,5002.05,2003,
Y22,MICRO,5052.8,2004,
Y22,MICRO,4512.15,2005,
Y22,MICRO,4350.8,2006,
Y22,MICRO,4609.33,2007,
Y22,MICRO,4772.4,2008,
Y22,MICRO,5199,2009,
Y23,MICRO,1763.8,1990,
Y23,MICRO,2005.18,1991,
Y23,MICRO,2479.18,1992,
Y23,MICRO,2994.02,1993,
Y23,MICRO,3700.02,1994,
Y23,MICRO,4145.38,1995,
Y23,MICRO,3952.68,1996,
Y23,MICRO,3382.62,1997,
Y23,MICRO,4334,1998,
Y23,MICRO,6777.4,1999,
Y23,MICRO,6279.2,2000,
Y23,MICRO,3717.2,2001,
Y23,MICRO,3559.6,2002,
Y23,MICRO,3358.2,2003,
Y23,MICRO,3434.8,2004,
Y23,MICRO,3644.2,2005,
Y23,MICRO,4183.4,2006,
Y23,MICRO,4896.2,2007,
Y23,MICRO,4876.4,2008,
Y23,MICRO,3502.2,2009,
Y24,MICRO,1252.44,1990,
Y24,MICRO,1536.45,1991,
Y24,MICRO,1943.58,1992,
Y24,MICRO,2342.37,1993,
Y24,MICRO,2588.64,1994,
Y24,MICRO,2329.38,1995,
Y24,MICRO,2808.72,1996,
Y24,MICRO,2808.12,1997,
Y24,MICRO,3267.06,1998,
Y24,MICRO,4140.12,1999,
Y24,MICRO,4590.93,2000,
Y24,MICRO,5141.19,2001,
Y24,MICRO,5279.97,2002,
Y24,MICRO,6049.41,2003,
Y24,MICRO,6659.25,2004,
Y24,MICRO,6907.26,2005,
Y24,MICRO,7032.42,2006,
Y24,MICRO,6788.04,2007,
Y24,MICRO,8569.5,2008,
Y24,MICRO,8602.47,2009,
Y25,MICRO,1398.02,1990,
Y25,MICRO,1636.42,1991,
Y25,MICRO,1894.48,1992,
Y25,MICRO,2078.1,1993,
Y25,MICRO,2459.78,1994,
Y25,MICRO,2841.52,1995,
Y25,MICRO,3140.22,1996,
Y25,MICRO,3137.84,1997,
Y25,MICRO,3268.5,1998,
Y25,MICRO,3470.22,1999,
Y25,MICRO,3659.18,2000,
Y25,MICRO,3964.26,2001,
Y25,MICRO,4264.36,2002,
Y25,MICRO,4863.74,2003,
Y25,MICRO,5283.64,2004,
Y25,MICRO,5789.4,2005,
Y25,MICRO,5862.2,2006,
Y25,MICRO,6434.6,2007,
Y25,MICRO,6655.4,2008,
Y25,MICRO,6970.6,2009,
Y26,MICRO,2301.45,1990,
Y26,MICRO,2656.07,1991,
Y26,MICRO,3028.4,1992,
Y26,MICRO,3711.2,1993,
Y26,MICRO,4381.21,1994,
Y26,MICRO,5215,1995,
Y26,MICRO,4978,1996,
Y26,MICRO,4644,1997,
Y26,MICRO,5208,1998,
Y26,MICRO,5467,1999,
Y26,MICRO,5718,2000,
Y26,MICRO,5956,2001,
Y26,MICRO,6797,2002,
Y26,MICRO,8529,2003,
Y26,MICRO,8839,2004,
Y26,MICRO,8757,2005,
Y26,MICRO,7748,2006,
Y26,MICRO,7596,2007,
Y26,MICRO,7232,2008,
Y26,MICRO,8216,2009,
Y27,MICRO,362.22,1990,
Y27,MICRO,434.16,1991,
Y27,MICRO,495.96,1992,
Y27,MICRO,554.16,1993,
Y27,MICRO,655.71,1994,
Y27,MICRO,761.55,1995,
Y27,MICRO,859.14,1996,
Y27,MICRO,989.64,1997,
Y27,MICRO,1816.92,1998,
Y27,MICRO,1920.66,1999,
Y27,MICRO,2016.12,2000,
Y27,MICRO,2091.3,2001,
Y27,MICRO,2206.68,2002,
Y27,MICRO,3205.44,2003,
Y27,MICRO,3676.83,2004,
Y27,MICRO,4721.37,2005,
Y27,MICRO,5243.28,2006,
Y27,MICRO,6276.36,2007,
Y27,MICRO,7026.27,2008,
Y27,MICRO,8885.16,2009,
Y28,MICRO,1245.08,1990,
Y28,MICRO,1474.43,1991,
Y28,MICRO,1723.11,1992,
Y28,MICRO,2042.25,1993,
Y28,MICRO,2333.25,1994,
Y28,MICRO,2752,1995,
Y28,MICRO,3605.5,1996,
Y28,MICRO,4046.5,1997,
Y28,MICRO,4885,1998,
Y28,MICRO,6447.5,1999,
Y28,MICRO,6472,2000,
Y28,MICRO,8373,2001,
Y28,MICRO,8765.5,2002,
Y28,MICRO,11467,2003,
Y28,MICRO,12523.5,2004,
Y28,MICRO,12166,2005,
Y28,MICRO,12881.5,2006,
Y28,MICRO,13480.5,2007,
Y28,MICRO,7086.5,2008,
Y28,MICRO,7598,2009,
Y29,MICRO,1344.97,1990,
Y29,MICRO,1417.14,1991,
Y29,MICRO,1554.67,1992,
Y29,MICRO,1740.1,1993,
Y29,MICRO,1886.05,1994,
Y29,MICRO,2291.72,1995,
Y29,MICRO,2387.7,1996,
Y29,MICRO,2913.2,1997,
Y29,MICRO,3953.4,1998,
Y29,MICRO,5362,1999,
Y29,MICRO,5677,2000,
Y29,MICRO,6160,2001,
Y29,MICRO,7157,2002,
Y29,MICRO,3823,2003,
Y29,MICRO,4227,2004,
Y29,MICRO,4481,2005,
Y29,MICRO,4395,2006,
Y29,MICRO,4602,2007,
Y29,MICRO,4829,2008,
Y29,MICRO,4841,2009,
Y30,MICRO,2258.64,1990,
Y30,MICRO,2471.73,1991,
Y30,MICRO,2685.13,1992,
Y30,MICRO,3062.63,1993,
Y30,MICRO,3401.3,1994,
Y30,MICRO,3798.52,1995,
Y30,MICRO,4131.23,1996,
Y30,MICRO,4582.09,1997,
Y30,MICRO,4856.5,1998,
Y30,MICRO,4485.47,1999,
Y30,MICRO,4684.74,2000,
Y30,MICRO,4926.51,2001,
Y30,MICRO,5028.27,2002,
Y30,MICRO,5500.53,2003,
Y30,MICRO,6747.02,2004,
Y30,MICRO,6775.18,2005,
Y30,MICRO,7079.44,2006,
Y30,MICRO,7873.68,2007,
Y30,MICRO,8304.85,2008,
Y30,MICRO,8966.21,2009,
Y31,MICRO,1822.88,1990,
Y31,MICRO,1620.78,1991,
Y31,MICRO,2114.17,1992,
Y31,MICRO,1857.05,1993,
Y31,MICRO,2297.84,1994,
Y31,MICRO,2802.01,1995,
Y31,MICRO,3647.49,1996,
Y31,MICRO,3712.98,1997,
Y31,MICRO,4291.95,1998,
Y31,MICRO,4906.95,1999,
Y31,MICRO,4738.76,2000,
Y31,MICRO,5335.95,2001,
Y31,MICRO,5774.62,2002,
Y31,MICRO,6798.39,2003,
Y31,MICRO,7928.83,2004,
Y31,MICRO,7751.34,2005,
Y31,MICRO,8468.2,2006,
Y31,MICRO,9231.5,2007,
Y31,MICRO,9811.36,2008,
Y31,MICRO,11374.3,2009,
Y32,MICRO,1718.82,1990,
Y32,MICRO,1962.42,1991,
Y32,MICRO,2178.76,1992,
Y32,MICRO,2488.12,1993,
Y32,MICRO,2682.14,1994,
Y32,MICRO,2645.94,1995,
Y32,MICRO,2752.58,1996,
Y32,MICRO,2571.18,1997,
Y32,MICRO,2878.18,1998,
Y32,MICRO,3138.36,1999,
Y32,MICRO,3358.42,2000,
Y32,MICRO,3840.68,2001,
Y32,MICRO,4730,2002,
Y32,MICRO,5360.6,2003,
Y32,MICRO,5025,2004,
Y32,MICRO,5062.6,2005,
Y32,MICRO,4878.6,2006,
Y32,MICRO,5099.6,2007,
Y32,MICRO,5050.8,2008,
Y32,MICRO,5505.4,2009,
Y33,MICRO,2009.28,1990,
Y33,MICRO,2207.48,1991,
Y33,MICRO,2091.58,1992,
Y33,MICRO,2349.82,1993,
Y33,MICRO,3448.44,1994,
Y33,MICRO,3634.06,1995,
Y33,MICRO,3063.02,1996,
Y33,MICRO,2701.38,1997,
Y33,MICRO,3024.48,1998,
Y33,MICRO,2650.26,1999,
Y33,MICRO,2333.84,2000,
Y33,MICRO,2113.08,2001,
Y33,MICRO,2710.44,2002,
Y33,MICRO,3976.18,2003,
Y33,MICRO,4421.52,2004,
Y33,MICRO,4417.08,2005,
Y33,MICRO,3819.84,2006,
Y33,MICRO,3816.98,2007,
Y33,MICRO,3472.72,2008,
Y33,MICRO,4063.7,2009,
Y34,MICRO,3637.13,1990,
Y34,MICRO,4086.84,1991,
Y34,MICRO,4785.57,1992,
Y34,MICRO,5166.65,1993,
Y34,MICRO,6473.86,1994,
Y34,MICRO,8118.37,1995,
Y34,MICRO,9262.07,1996,
Y34,MICRO,8864.66,1997,
Y34,MICRO,7852.3,1998,
Y34,MICRO,8329.73,1999,
Y34,MICRO,7945.42,2000,
Y34,MICRO,7082.5,2001,
Y34,MICRO,6992.92,2002,
Y34,MICRO,7826.13,2003,
Y34,MICRO,8061.94,2004,
Y34,MICRO,8551.94,2005,
Y34,MICRO,9303.02,2006,
Y34,MICRO,9592.14,2007,
Y34,MICRO,9611.4,2008,
Y34,MICRO,9505,2009,
Y35,MICRO,1461.57,1990,
Y35,MICRO,1692.5,1991,
Y35,MICRO,2193.82,1992,
Y35,MICRO,2459.68,1993,
Y35,MICRO,3246.8,1994,
Y35,MICRO,4748.86,1995,
Y35,MICRO,5559.46,1996,
Y35,MICRO,5292.42,1997,
Y35,MICRO,5029.4,1998,
Y35,MICRO,4753.6,1999,
Y35,MICRO,4344.6,2000,
Y35,MICRO,2897.4,2001,
Y35,MICRO,3256.4,2002,
Y35,MICRO,3525.2,2003,
Y35,MICRO,3070.2,2004,
Y35,MICRO,3601.6,2005,
Y35,MICRO,3407.4,2006,
Y35,MICRO,3500.6,2007,
Y35,MICRO,3437.8,2008,
Y35,MICRO,3007,2009,
Y36,MICRO,48,1990,
Y36,MICRO,96.04,1991,
Y36,MICRO,288.4,1992,
Y36,MICRO,351.04,1993,
Y36,MICRO,421.44,1994,
Y36,MICRO,413.36,1995,
Y36,MICRO,449.52,1996,
Y36,MICRO,984.52,1997,
Y36,MICRO,824.76,1998,
Y36,MICRO,1110.8,1999,
Y36,MICRO,1724.08,2000,
Y36,MICRO,2064.24,2001,
Y36,MICRO,2496.48,2002,
Y36,MICRO,2960.4,2003,
Y36,MICRO,3274.64,2004,
Y36,MICRO,3970.12,2005,
Y36,MICRO,5589.92,2006,
Y36,MICRO,9170.12,2007,
Y36,MICRO,8793.24,2008,
Y36,MICRO,10438.96,2009,
Y37,MICRO,80.17,1990,
Y37,MICRO,111.61,1991,
Y37,MICRO,118.57,1992,
Y37,MICRO,139.16,1993,
Y37,MICRO,209.91,1994,
Y37,MICRO,346.39,1995,
Y37,MICRO,387.45,1996,
Y37,MICRO,441.35,1997,
Y37,MICRO,527.64,1998,
Y37,MICRO,842,1999,
Y37,MICRO,872.97,2000,
Y37,MICRO,746.3,2001,
Y37,MICRO,872.22,2002,
Y37,MICRO,1813.79,2003,
Y37,MICRO,2509.23,2004,
Y37,MICRO,2835.65,2005,
Y37,MICRO,3193.03,2006,
Y37,MICRO,3756.92,2007,
Y37,MICRO,5400.23,2008,
Y37,MICRO,8299.04,2009,
Y38,MICRO,773.4,1990,
Y38,MICRO,939.6,1991,
Y38,MICRO,1227.45,1992,
Y38,MICRO,1496.3,1993,
Y38,MICRO,1855.3,1994,
Y38,MICRO,2274.65,1995,
Y38,MICRO,2792.2,1996,
Y38,MICRO,3346.3,1997,
Y38,MICRO,3764.15,1998,
Y38,MICRO,4444.55,1999,
Y38,MICRO,5150.1,2000,
Y38,MICRO,6021.25,2001,
Y38,MICRO,6921.2,2002,
Y38,MICRO,7745.8,2003,
Y38,MICRO,8388.45,2004,
Y38,MICRO,8570.2,2005,
Y38,MICRO,8858.75,2006,
Y38,MICRO,9702.85,2007,
Y38,MICRO,11116.85,2008,
Y38,MICRO,12344.85,2009,
Y39,MICRO,565.22,1990,
Y39,MICRO,723.86,1991,
Y39,MICRO,847.08,1992,
Y39,MICRO,968.88,1993,
Y39,MICRO,1124.2,1994,
Y39,MICRO,1237.3,1995,
Y39,MICRO,1275.96,1996,
Y39,MICRO,1424.44,1997,
Y39,MICRO,1610.44,1998,
Y39,MICRO,1826.04,1999,
Y39,MICRO,1865.34,2000,
Y39,MICRO,2262.4,2001,
Y39,MICRO,2931.08,2002,
Y39,MICRO,3164,2003,
Y39,MICRO,3464.8,2004,
Y39,MICRO,5180.4,2005,
Y39,MICRO,5090.2,2006,
Y39,MICRO,5245.8,2007,
Y39,MICRO,5217.4,2008,
Y39,MICRO,5713.4,2009,
Y40,MICRO,111.47,1990,
Y40,MICRO,122.37,1991,
Y40,MICRO,139.4,1992,
Y40,MICRO,176.13,1993,
Y40,MICRO,229.52,1994,
Y40,MICRO,286.32,1995,
Y40,MICRO,395.3,1996,
Y40,MICRO,569.39,1997,
Y40,MICRO,702.57,1998,
Y40,MICRO,988.34,1999,
