DATE,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
2001-04-01,1.32376,1.2237,465.0,0.0,419.0,575.0,0.0,131.0,1590.0,442.0,129934.0
2001-04-08,0.920073,1.11908,288.0,0.0,421.0,421.0,0.0,126.0,1256.0,371.0,112235.0
2001-04-15,0.779257,0.938967,219.0,0.0,305.0,344.0,0.0,82.0,950.0,349.0,101175.0
2001-04-22,0.991303,0.944308,234.0,0.0,344.0,331.0,0.0,88.0,997.0,342.0,105580.0
2001-04-29,0.82693,0.742603,198.0,0.0,253.0,274.0,0.0,46.0,771.0,334.0,103824.0
2001-05-06,0.588952,0.735456,173.0,0.0,225.0,265.0,0.0,71.0,734.0,322.0,99802.0
2001-05-13,0.605586,0.725155,165.0,0.0,196.0,250.0,0.0,60.0,671.0,293.0,92532.0
2001-05-20,0.49434,0.670346,94.0,0.0,159.0,179.0,0.0,38.0,470.0,262.0,70113.0
2001-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-07,1.41046,0.997404,429.0,0.0,372.0,485.0,0.0,82.0,1368.0,607.0,137156.0
2001-10-14,1.77019,1.09692,479.0,0.0,526.0,628.0,0.0,114.0,1747.0,646.0,159264.0
2001-10-21,1.61904,1.1679,562.0,0.0,560.0,697.0,0.0,113.0,1932.0,690.0,165425.0
2001-10-28,1.77065,1.26256,567.0,0.0,643.0,876.0,0.0,118.0,2204.0,710.0,174566.0
2001-11-04,1.93891,1.30014,655.0,0.0,665.0,883.0,0.0,168.0,2371.0,746.0,182365.0
2001-11-11,1.63439,1.21838,626.0,0.0,687.0,865.0,0.0,149.0,2327.0,758.0,190992.0
2001-11-18,1.90363,1.33993,693.0,0.0,811.0,862.0,0.0,142.0,2508.0,770.0,187174.0
2001-11-25,1.80556,1.47679,602.0,0.0,698.0,643.0,0.0,147.0,2090.0,764.0,141523.0
2001-12-02,1.75506,1.41042,638.0,0.0,877.0,866.0,0.0,185.0,2566.0,728.0,181932.0
2001-12-09,1.53023,1.26322,602.0,0.0,676.0,848.0,0.0,149.0,2275.0,762.0,180095.0
2001-12-16,1.46161,1.26864,666.0,0.0,570.0,780.0,0.0,153.0,2169.0,756.0,170971.0
2001-12-23,1.96048,1.53452,707.0,0.0,684.0,725.0,0.0,162.0,2278.0,696.0,148450.0
2001-12-30,2.20435,2.12774,719.0,0.0,718.0,656.0,0.0,172.0,2265.0,691.0,106451.0
2002-01-06,2.169575,2.03458,752.0,0.0,763.0,704.0,0.0,197.5,2416.5,709.5,119362.5
2002-01-13,2.1348,1.94142,785.0,0.0,808.0,752.0,0.0,223.0,2568.0,728.0,132274.0
2002-01-20,1.89441,1.67397,837.0,0.0,869.0,969.0,0.0,200.0,2875.0,742.0,171747.0
2002-01-27,2.83109,2.06831,1067.0,0.0,948.0,1533.0,0.0,195.0,3743.0,749.0,180969.0
2002-02-03,3.30481,2.87301,1460.0,0.0,1156.0,2004.0,0.0,177.0,4797.0,728.0,166968.0
2002-02-10,3.61063,2.94909,1556.0,0.0,1415.0,2351.0,0.0,235.0,5557.0,729.0,188431.0
2002-02-17,3.42799,2.92857,1542.0,0.0,1478.0,2330.0,0.0,274.0,5624.0,728.0,192039.0
2002-02-24,3.76715,3.16382,1557.0,0.0,1573.0,2436.0,0.0,358.0,5924.0,712.0,187242.0
2002-03-03,3.60018,3.12121,1509.0,0.0,1544.0,2359.0,0.0,348.0,5760.0,708.0,184544.0
2002-03-10,3.20024,2.73515,1208.0,0.0,1529.0,1997.0,0.0,370.0,5104.0,707.0,186608.0
2002-03-17,2.92633,2.15302,848.0,0.0,1007.0,1558.0,0.0,218.0,3631.0,674.0,168647.0
2002-03-24,2.85857,1.92136,731.0,0.0,832.0,1252.0,0.0,162.0,2977.0,652.0,154942.0
2002-03-31,2.34745,1.62731,567.0,0.0,607.0,1092.0,0.0,151.0,2417.0,617.0,148527.0
2002-04-07,2.23498,1.46179,547.0,0.0,488.0,913.0,0.0,131.0,2079.0,582.0,142223.0
2002-04-14,1.99355,1.1937,397.0,0.0,449.0,692.0,0.0,117.0,1655.0,575.0,138645.0
2002-04-21,1.37168,0.895415,327.0,0.0,292.0,467.0,0.0,83.0,1169.0,551.0,130554.0
2002-04-28,1.27033,0.817901,247.0,0.0,262.0,442.0,0.0,67.0,1018.0,523.0,124465.0
2002-05-05,0.999331,0.705896,235.0,0.0,155.0,389.0,0.0,51.0,830.0,504.0,117581.0
2002-05-12,1.172,0.611215,209.0,0.0,147.0,269.0,0.0,47.0,672.0,475.0,109945.0
2002-05-19,1.03472,0.630622,169.0,0.0,156.0,302.0,0.0,46.0,673.0,458.0,106720.0
2002-05-26,0.703599,0.573579,159.0,0.0,142.0,236.0,0.0,39.0,576.0,449.0,100422.0
2002-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
